time,CHAIR,YOGIS,CT2CW,CRW2L,CRW2R,FF2MN,MNTRL,MNTRR,DOWND
5.06,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.07,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.08,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.09,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.1,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.11,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.12,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.13,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.14,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.15,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.16,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.17,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.18,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.19,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.2,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.21,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.22,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.23,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.24,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.25,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.26,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.27,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.28,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.29,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.3,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.31,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.32,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.33,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.34,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.35,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.36,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.37,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.38,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.39,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.4,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.41,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.42,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.43,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.44,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.45,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.46,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.47,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.48,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.49,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.5,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.51,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.52,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.53,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.54,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.55,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.56,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.57,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.58,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.59,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.6,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.61,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.62,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.63,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.64,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.65,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.66,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.67,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.68,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.69,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.7,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.71,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.72,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.73,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.74,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.75,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.76,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.77,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.78,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.79,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.8,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.81,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.82,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.83,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.84,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.85,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.86,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.87,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.88,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.89,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.9,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.91,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.92,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.93,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.94,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.95,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.96,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.97,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.98,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
5.99,Tpose to Chair,Tpose to Yogi Squat,Tpose to Cat,Tpose to Left Cresent Lounge,Tpose to Right Cresent Lounge,Tpose to Forward Fold,Tpose to Mountain,Tpose to Mountain,Tpose to Downward Dog
6,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.01,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.02,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.03,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.04,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.05,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.06,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.07,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.08,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.09,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.1,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.11,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.12,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.13,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.14,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.15,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.16,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.17,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.18,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.19,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.2,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.21,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.22,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.23,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.24,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.25,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.26,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.27,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.28,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.29,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.3,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.31,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.32,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.33,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.34,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.35,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.36,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.37,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.38,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.39,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.4,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.41,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.42,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.43,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.44,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.45,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.46,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.47,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.48,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.49,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.5,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.51,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
6.52,Chair,Yogi Squat,Cat,Left Cresent Lounge,Right Cresent Lounge,Forward Fold,Mountain,Mountain,Downward Dog
